251 	 Q0 	    FT941-13190 	    1 	 0.140600 	 gmu96ma2 
280 	 Q0 	    FT941-12339 	  907 	 0.001500 	 gmu96ma2 
280 	 Q0 	     FT941-6788 	  908 	 0.001400 	 gmu96ma2 
280 	 Q0 	     FT924-6324 	  909 	 0.001400 	 gmu96ma2 
280 	 Q0 	     FT942-6471 	  910 	 0.001300 	 gmu96ma2 
280 	 Q0 	     CR93E-6013 	  911 	 0.001300 	 gmu96ma2 
280 	 Q0 	    FT923-12530 	  912 	 0.001300 	 gmu96ma2 
280 	 Q0 	     FT944-6858 	  913 	 0.001300 	 gmu96ma2 
280 	 Q0 	     FT934-5696 	  914 	 0.001300 	 gmu96ma2 
280 	 Q0 	    FT931-12161 	  915 	 0.001200 	 gmu96ma2 
280 	 Q0 	  ZF207-096-508 	  916 	 0.001200 	 gmu96ma2 
280 	 Q0 	     CR93E-5410 	  917 	 0.001200 	 gmu96ma2 
280 	 Q0 	     CR93H-6160 	  918 	 0.001200 	 gmu96ma2 
280 	 Q0 	    FT924-11987 	  919 	 0.001200 	 gmu96ma2 
280 	 Q0 	  ZF207-521-350 	  920 	 0.001100 	 gmu96ma2 
280 	 Q0 	    FT934-12835 	  921 	 0.001100 	 gmu96ma2 
280 	 Q0 	    FT931-13247 	  922 	 0.001100 	 gmu96ma2 
280 	 Q0 	    FT933-14925 	  923 	 0.001100 	 gmu96ma2 
280 	 Q0 	    CR93H-12523 	  924 	 0.001000 	 gmu96ma2 
280 	 Q0 	    FT942-13484 	  925 	 0.001000 	 gmu96ma2 
280 	 Q0 	    FT921-12458 	  926 	 0.001000 	 gmu96ma2 
280 	 Q0 	     CR93H-8428 	  927 	 0.000900 	 gmu96ma2 
280 	 Q0 	  ZF207-258-712 	  928 	 0.000900 	 gmu96ma2 
280 	 Q0 	  ZF207-864-142 	  929 	 0.000800 	 gmu96ma2 
280 	 Q0 	    CR93H-12015 	  930 	 0.000800 	 gmu96ma2 
280 	 Q0 	  ZF207-450-040 	  931 	 0.000800 	 gmu96ma2 
280 	 Q0 	     FT943-1140 	  932 	 0.000800 	 gmu96ma2 
280 	 Q0 	  ZF207-177-998 	  933 	 0.000800 	 gmu96ma2 
280 	 Q0 	      FT941-841 	  934 	 0.000700 	 gmu96ma2 
280 	 Q0 	  ZF207-318-556 	  935 	 0.000700 	 gmu96ma2 
280 	 Q0 	  FR881024-0194 	  936 	 0.000600 	 gmu96ma2 
280 	 Q0 	     CR93H-1113 	  937 	 0.000600 	 gmu96ma2 
280 	 Q0 	      FT942-972 	  938 	 0.000600 	 gmu96ma2 
280 	 Q0 	  ZF207-734-312 	  939 	 0.000600 	 gmu96ma2 
280 	 Q0 	    CR93H-14086 	  940 	 0.000600 	 gmu96ma2 
280 	 Q0 	   FR88512-0113 	  941 	 0.000400 	 gmu96ma2 
280 	 Q0 	      CR93H-214 	  942 	 0.000400 	 gmu96ma2 
280 	 Q0 	  FR881024-0099 	  943 	 0.000300 	 gmu96ma2 
280 	 Q0 	     CR93H-2081 	  944 	 0.000200 	 gmu96ma2 
280 	 Q0 	  FR881130-0115 	  945 	 0.000100 	 gmu96ma2 
280 	 Q0 	   FR88831-0130 	  946 	 0.000100 	 gmu96ma2 
281 	 Q0 	     FT934-1290 	    1 	 0.148000 	 gmu96ma2 
281 	 Q0 	 WSJ900810-0076 	    2 	 0.145100 	 gmu96ma2 
281 	 Q0 	     FT942-1572 	    3 	 0.122000 	 gmu96ma2 
281 	 Q0 	     FT941-3180 	    4 	 0.111300 	 gmu96ma2 
281 	 Q0 	 WSJ910830-0041 	    5 	 0.104800 	 gmu96ma2 
281 	 Q0 	 WSJ910617-0101 	    6 	 0.097800 	 gmu96ma2 
281 	 Q0 	  AP880624-0076 	    7 	 0.093800 	 gmu96ma2 
281 	 Q0 	    FT923-12757 	    8 	 0.081600 	 gmu96ma2 
281 	 Q0 	  AP881130-0295 	    9 	 0.066800 	 gmu96ma2 
281 	 Q0 	  AP880625-0132 	   10 	 0.052800 	 gmu96ma2 
281 	 Q0 	 WSJ911023-0001 	   11 	 0.048900 	 gmu96ma2 
281 	 Q0 	 WSJ910506-0166 	   12 	 0.046000 	 gmu96ma2 
281 	 Q0 	    FT944-17492 	   13 	 0.041400 	 gmu96ma2 
281 	 Q0 	       FT942-58 	   14 	 0.039800 	 gmu96ma2 
281 	 Q0 	   FR88602-0070 	   15 	 0.038800 	 gmu96ma2 
281 	 Q0 	    FT932-16160 	   16 	 0.037800 	 gmu96ma2 
281 	 Q0 	 WSJ900816-0050 	   17 	 0.036100 	 gmu96ma2 
281 	 Q0 	    CR93E-10799 	   18 	 0.035900 	 gmu96ma2 
281 	 Q0 	   FR88126-0032 	   19 	 0.035300 	 gmu96ma2 
281 	 Q0 	  AP880524-0168 	   20 	 0.032900 	 gmu96ma2 
281 	 Q0 	     FT911-3034 	   21 	 0.031000 	 gmu96ma2 
281 	 Q0 	     FT923-5558 	   22 	 0.030900 	 gmu96ma2 
281 	 Q0 	    FT931-13695 	   23 	 0.029100 	 gmu96ma2 
281 	 Q0 	 WSJ910419-0075 	   24 	 0.028800 	 gmu96ma2 
281 	 Q0 	 WSJ910516-0138 	   25 	 0.027200 	 gmu96ma2 
281 	 Q0 	     FT943-7095 	   26 	 0.023100 	 gmu96ma2 
281 	 Q0 	    FT933-12278 	   27 	 0.022300 	 gmu96ma2 
281 	 Q0 	     FT923-3693 	   28 	 0.021600 	 gmu96ma2 
281 	 Q0 	     FT942-2015 	   29 	 0.021200 	 gmu96ma2 
281 	 Q0 	     FT922-5473 	   30 	 0.020800 	 gmu96ma2 
281 	 Q0 	    FT931-12100 	   31 	 0.019900 	 gmu96ma2 
281 	 Q0 	  AP880705-0239 	   32 	 0.019800 	 gmu96ma2 
281 	 Q0 	 WSJ911202-0041 	   33 	 0.018500 	 gmu96ma2 
281 	 Q0 	     FT934-5831 	   34 	 0.018100 	 gmu96ma2 
281 	 Q0 	  AP881214-0141 	   35 	 0.017900 	 gmu96ma2 
281 	 Q0 	   FR88815-0032 	   36 	 0.017800 	 gmu96ma2 
281 	 Q0 	     FT923-3712 	   37 	 0.017600 	 gmu96ma2 
281 	 Q0 	  AP880516-0271 	   38 	 0.017500 	 gmu96ma2 
281 	 Q0 	 WSJ910829-0102 	   39 	 0.016900 	 gmu96ma2 
281 	 Q0 	  FR881021-0010 	   40 	 0.015700 	 gmu96ma2 
281 	 Q0 	     FT933-2692 	   41 	 0.015200 	 gmu96ma2 
281 	 Q0 	  AP881219-0298 	   42 	 0.014800 	 gmu96ma2 
281 	 Q0 	 WSJ920131-0009 	   43 	 0.014700 	 gmu96ma2 
281 	 Q0 	     FT941-2562 	   44 	 0.014700 	 gmu96ma2 
281 	 Q0 	  AP880422-0043 	   45 	 0.014400 	 gmu96ma2 
281 	 Q0 	     FT934-8709 	   46 	 0.014300 	 gmu96ma2 
281 	 Q0 	     FT934-9017 	   47 	 0.013800 	 gmu96ma2 
281 	 Q0 	     FT931-8566 	   48 	 0.013700 	 gmu96ma2 
281 	 Q0 	  AP881231-0122 	   49 	 0.013500 	 gmu96ma2 
281 	 Q0 	  AP880427-0186 	   50 	 0.013000 	 gmu96ma2 
281 	 Q0 	    FT941-13908 	   51 	 0.011700 	 gmu96ma2 
281 	 Q0 	     FT943-7567 	   52 	 0.011700 	 gmu96ma2 
281 	 Q0 	  FR881110-0031 	   53 	 0.011400 	 gmu96ma2 
281 	 Q0 	  AP881231-0059 	   54 	 0.011200 	 gmu96ma2 
281 	 Q0 	   FR88106-0037 	   55 	 0.010800 	 gmu96ma2 
281 	 Q0 	  AP880415-0252 	   56 	 0.010700 	 gmu96ma2 
281 	 Q0 	  ZF207-638-582 	   57 	 0.010500 	 gmu96ma2 
281 	 Q0 	     FT942-5357 	   58 	 0.010000 	 gmu96ma2 
281 	 Q0 	  AP881221-0223 	   59 	 0.010000 	 gmu96ma2 
281 	 Q0 	   FR88720-0022 	   60 	 0.010000 	 gmu96ma2 
281 	 Q0 	 WSJ910830-0065 	   61 	 0.009500 	 gmu96ma2 
281 	 Q0 	    FT941-17643 	   62 	 0.009100 	 gmu96ma2 
281 	 Q0 	     FT921-9986 	   63 	 0.009100 	 gmu96ma2 
281 	 Q0 	 WSJ910211-0150 	   64 	 0.008900 	 gmu96ma2 
281 	 Q0 	 WSJ911122-0182 	   65 	 0.008600 	 gmu96ma2 
281 	 Q0 	  AP881017-0224 	   66 	 0.008600 	 gmu96ma2 
281 	 Q0 	  AP881021-0022 	   67 	 0.008500 	 gmu96ma2 
281 	 Q0 	    FT941-12869 	   68 	 0.008300 	 gmu96ma2 
281 	 Q0 	 WSJ910603-0066 	   69 	 0.008200 	 gmu96ma2 
281 	 Q0 	    FT933-12279 	   70 	 0.008100 	 gmu96ma2 
281 	 Q0 	  AP880215-0016 	   71 	 0.007900 	 gmu96ma2 
281 	 Q0 	  ZF207-621-203 	   72 	 0.007900 	 gmu96ma2 
281 	 Q0 	  AP880715-0035 	   73 	 0.007900 	 gmu96ma2 
281 	 Q0 	    FT934-11533 	   74 	 0.007800 	 gmu96ma2 
281 	 Q0 	    FT932-14587 	   75 	 0.007800 	 gmu96ma2 
281 	 Q0 	     FT923-2983 	   76 	 0.007600 	 gmu96ma2 
281 	 Q0 	    FT934-14393 	   77 	 0.007500 	 gmu96ma2 
281 	 Q0 	  AP880427-0263 	   78 	 0.007300 	 gmu96ma2 
281 	 Q0 	     FT931-7060 	   79 	 0.007200 	 gmu96ma2 
281 	 Q0 	  AP881107-0040 	   80 	 0.007200 	 gmu96ma2 
281 	 Q0 	  FR881101-0133 	   81 	 0.007100 	 gmu96ma2 
281 	 Q0 	     FT943-6610 	   82 	 0.007000 	 gmu96ma2 
281 	 Q0 	    FT934-14392 	   83 	 0.006900 	 gmu96ma2 
281 	 Q0 	     FT921-4735 	   84 	 0.006900 	 gmu96ma2 
281 	 Q0 	 WSJ910801-0031 	   85 	 0.006800 	 gmu96ma2 
281 	 Q0 	   FR88120-0012 	   86 	 0.006400 	 gmu96ma2 
281 	 Q0 	    FT931-14259 	   87 	 0.006400 	 gmu96ma2 
281 	 Q0 	    FT922-14747 	   88 	 0.006400 	 gmu96ma2 
281 	 Q0 	  AP880629-0049 	   89 	 0.006200 	 gmu96ma2 
281 	 Q0 	     FT934-4179 	   90 	 0.006200 	 gmu96ma2 
281 	 Q0 	 WSJ911104-0002 	   91 	 0.006200 	 gmu96ma2 
281 	 Q0 	     FT941-6971 	   92 	 0.005800 	 gmu96ma2 
281 	 Q0 	      FT932-736 	   93 	 0.005800 	 gmu96ma2 
281 	 Q0 	  AP880810-0271 	   94 	 0.005800 	 gmu96ma2 
281 	 Q0 	     FT932-6112 	   95 	 0.005700 	 gmu96ma2 
281 	 Q0 	     FT923-2025 	   96 	 0.005700 	 gmu96ma2 
281 	 Q0 	    FT933-13653 	   97 	 0.005600 	 gmu96ma2 
281 	 Q0 	 WSJ920114-0028 	   98 	 0.005500 	 gmu96ma2 
281 	 Q0 	     CR93E-4111 	   99 	 0.005400 	 gmu96ma2 
281 	 Q0 	    FT944-14479 	  100 	 0.005300 	 gmu96ma2 
281 	 Q0 	    FT923-10181 	  101 	 0.005200 	 gmu96ma2 
281 	 Q0 	     FT942-4021 	  102 	 0.005000 	 gmu96ma2 
281 	 Q0 	     FT941-8357 	  103 	 0.005000 	 gmu96ma2 
281 	 Q0 	   FR88831-0018 	  104 	 0.005000 	 gmu96ma2 
281 	 Q0 	    FT933-11320 	  105 	 0.004900 	 gmu96ma2 
281 	 Q0 	    FT943-15714 	  106 	 0.004800 	 gmu96ma2 
281 	 Q0 	 WSJ920106-0159 	  107 	 0.004700 	 gmu96ma2 
281 	 Q0 	 WSJ910909-0083 	  108 	 0.004700 	 gmu96ma2 
281 	 Q0 	     FT931-5794 	  109 	 0.004700 	 gmu96ma2 
281 	 Q0 	     FT942-8711 	  110 	 0.004600 	 gmu96ma2 
281 	 Q0 	     FT943-5414 	  111 	 0.004600 	 gmu96ma2 
281 	 Q0 	    FT942-10935 	  112 	 0.004500 	 gmu96ma2 
281 	 Q0 	     FT942-1091 	  113 	 0.004500 	 gmu96ma2 
281 	 Q0 	     FT944-3884 	  114 	 0.004400 	 gmu96ma2 
281 	 Q0 	      FT943-330 	  115 	 0.004300 	 gmu96ma2 
281 	 Q0 	 WSJ910221-0151 	  116 	 0.004300 	 gmu96ma2 
281 	 Q0 	     FT921-7391 	  117 	 0.004200 	 gmu96ma2 
281 	 Q0 	    FT944-13406 	  118 	 0.004200 	 gmu96ma2 
281 	 Q0 	   FR88831-0064 	  119 	 0.004000 	 gmu96ma2 
281 	 Q0 	  AP880813-0175 	  120 	 0.003900 	 gmu96ma2 
281 	 Q0 	   FR88607-0109 	  121 	 0.003800 	 gmu96ma2 
281 	 Q0 	 WSJ920320-0007 	  122 	 0.003700 	 gmu96ma2 
281 	 Q0 	   FR88602-0034 	  123 	 0.003500 	 gmu96ma2 
281 	 Q0 	    FT943-12776 	  124 	 0.003300 	 gmu96ma2 
281 	 Q0 	     FT944-3823 	  125 	 0.003000 	 gmu96ma2 
281 	 Q0 	     FT944-3826 	  126 	 0.003000 	 gmu96ma2 
281 	 Q0 	     FT944-2865 	  127 	 0.002800 	 gmu96ma2 
281 	 Q0 	 WSJ910329-0086 	  128 	 0.002800 	 gmu96ma2 
281 	 Q0 	  AP880813-0156 	  129 	 0.002300 	 gmu96ma2 
281 	 Q0 	    FT934-10805 	  130 	 0.002200 	 gmu96ma2 
281 	 Q0 	   FR88205-0162 	  131 	 0.002000 	 gmu96ma2 
281 	 Q0 	   FR88805-0046 	  132 	 0.001900 	 gmu96ma2 
281 	 Q0 	   FR88218-0023 	  133 	 0.001700 	 gmu96ma2 
281 	 Q0 	     CR93H-6754 	  134 	 0.001000 	 gmu96ma2 
281 	 Q0 	   FR88603-0001 	  135 	 0.001000 	 gmu96ma2 
281 	 Q0 	  ZF207-155-734 	  136 	 0.000600 	 gmu96ma2 
281 	 Q0 	  ZF207-233-578 	  137 	 0.000600 	 gmu96ma2 
281 	 Q0 	  ZF207-088-168 	  138 	 0.000500 	 gmu96ma2 
281 	 Q0 	  ZF207-282-441 	  139 	 0.000500 	 gmu96ma2 
282 	 Q0 	    FT943-15829 	    1 	 0.236500 	 gmu96ma2 
282 	 Q0 	    FT941-14599 	    2 	 0.181500 	 gmu96ma2 
282 	 Q0 	    FT944-11871 	    3 	 0.172000 	 gmu96ma2 
282 	 Q0 	  AP880430-0002 	    4 	 0.149300 	 gmu96ma2 
282 	 Q0 	    CR93H-13578 	    5 	 0.131800 	 gmu96ma2 
282 	 Q0 	  AP880801-0047 	    6 	 0.123300 	 gmu96ma2 
282 	 Q0 	      FT931-561 	    7 	 0.122100 	 gmu96ma2 
282 	 Q0 	    FT931-13897 	    8 	 0.109200 	 gmu96ma2 
282 	 Q0 	  AP880402-0019 	    9 	 0.107400 	 gmu96ma2 
282 	 Q0 	  AP880530-0092 	   10 	 0.103700 	 gmu96ma2 
282 	 Q0 	     FT922-2622 	   11 	 0.102300 	 gmu96ma2 
282 	 Q0 	     FT931-7536 	   12 	 0.085000 	 gmu96ma2 
282 	 Q0 	     FT931-7529 	   13 	 0.082600 	 gmu96ma2 
282 	 Q0 	  AP880818-0039 	   14 	 0.081200 	 gmu96ma2 
282 	 Q0 	    FT921-14086 	   15 	 0.079700 	 gmu96ma2 
282 	 Q0 	    FT941-11012 	   16 	 0.071200 	 gmu96ma2 
282 	 Q0 	     FT922-8812 	   17 	 0.067500 	 gmu96ma2 
282 	 Q0 	  AP881114-0046 	   18 	 0.064800 	 gmu96ma2 
282 	 Q0 	    CR93H-12136 	   19 	 0.063500 	 gmu96ma2 
282 	 Q0 	    FT921-14215 	   20 	 0.061800 	 gmu96ma2 
282 	 Q0 	  AP881115-0035 	   21 	 0.059200 	 gmu96ma2 
282 	 Q0 	  AP880729-0091 	   22 	 0.058900 	 gmu96ma2 
282 	 Q0 	  AP881116-0009 	   23 	 0.058700 	 gmu96ma2 
282 	 Q0 	  AP880312-0098 	   24 	 0.057400 	 gmu96ma2 
282 	 Q0 	     CR93H-8918 	   25 	 0.057100 	 gmu96ma2 
282 	 Q0 	    CR93H-13669 	   26 	 0.056000 	 gmu96ma2 
282 	 Q0 	  AP880818-0062 	   27 	 0.055700 	 gmu96ma2 
282 	 Q0 	     CR93E-3367 	   28 	 0.055500 	 gmu96ma2 
282 	 Q0 	  AP880425-0023 	   29 	 0.055400 	 gmu96ma2 
282 	 Q0 	     CR93E-3249 	   30 	 0.055300 	 gmu96ma2 
282 	 Q0 	  AP880226-0213 	   31 	 0.055200 	 gmu96ma2 
282 	 Q0 	    CR93H-10576 	   32 	 0.053900 	 gmu96ma2 
282 	 Q0 	     FT934-3204 	   33 	 0.053400 	 gmu96ma2 
282 	 Q0 	  AP880708-0164 	   34 	 0.053300 	 gmu96ma2 
282 	 Q0 	  AP881103-0112 	   35 	 0.053000 	 gmu96ma2 
282 	 Q0 	       FT922-44 	   36 	 0.052600 	 gmu96ma2 
282 	 Q0 	  AP881219-0058 	   37 	 0.051100 	 gmu96ma2 
282 	 Q0 	     FT931-6194 	   38 	 0.050700 	 gmu96ma2 
282 	 Q0 	  AP881105-0139 	   39 	 0.049500 	 gmu96ma2 
282 	 Q0 	  AP880801-0087 	   40 	 0.049500 	 gmu96ma2 
282 	 Q0 	  AP880710-0023 	   41 	 0.048300 	 gmu96ma2 
282 	 Q0 	  AP880918-0032 	   42 	 0.048300 	 gmu96ma2 
282 	 Q0 	     FT923-6593 	   43 	 0.047600 	 gmu96ma2 
282 	 Q0 	     FT943-3518 	   44 	 0.047300 	 gmu96ma2 
282 	 Q0 	  AP880405-0086 	   45 	 0.046300 	 gmu96ma2 
282 	 Q0 	  AP880603-0041 	   46 	 0.044600 	 gmu96ma2 
282 	 Q0 	  AP881123-0115 	   47 	 0.044400 	 gmu96ma2 
282 	 Q0 	  AP880926-0083 	   48 	 0.044300 	 gmu96ma2 
282 	 Q0 	     CR93H-3063 	   49 	 0.043600 	 gmu96ma2 
282 	 Q0 	  AP881128-0059 	   50 	 0.043000 	 gmu96ma2 
282 	 Q0 	  AP880704-0110 	   51 	 0.042000 	 gmu96ma2 
282 	 Q0 	  AP880524-0267 	   52 	 0.041400 	 gmu96ma2 
282 	 Q0 	  AP881121-0071 	   53 	 0.041100 	 gmu96ma2 
282 	 Q0 	  AP881121-0017 	   54 	 0.040800 	 gmu96ma2 
282 	 Q0 	  AP880425-0096 	   55 	 0.040200 	 gmu96ma2 
282 	 Q0 	  AP880218-0148 	   56 	 0.040000 	 gmu96ma2 
282 	 Q0 	  AP880425-0185 	   57 	 0.039700 	 gmu96ma2 
282 	 Q0 	     FT932-8852 	   58 	 0.039400 	 gmu96ma2 
282 	 Q0 	      CR93E-618 	   59 	 0.039400 	 gmu96ma2 
282 	 Q0 	  AP880727-0068 	   60 	 0.039300 	 gmu96ma2 
282 	 Q0 	    CR93E-10515 	   61 	 0.038900 	 gmu96ma2 
282 	 Q0 	    FT944-15061 	   62 	 0.038900 	 gmu96ma2 
282 	 Q0 	  AP880420-0074 	   63 	 0.038600 	 gmu96ma2 
282 	 Q0 	  AP881114-0023 	   64 	 0.038500 	 gmu96ma2 
282 	 Q0 	  AP880812-0202 	   65 	 0.037800 	 gmu96ma2 
282 	 Q0 	     CR93E-1045 	   66 	 0.037600 	 gmu96ma2 
282 	 Q0 	  AP880417-0072 	   67 	 0.037200 	 gmu96ma2 
282 	 Q0 	    FT923-10477 	   68 	 0.037100 	 gmu96ma2 
282 	 Q0 	     CR93H-8562 	   69 	 0.036800 	 gmu96ma2 
282 	 Q0 	  AP880419-0211 	   70 	 0.036700 	 gmu96ma2 
282 	 Q0 	  AP881121-0054 	   71 	 0.035800 	 gmu96ma2 
282 	 Q0 	  AP881121-0055 	   72 	 0.035600 	 gmu96ma2 
282 	 Q0 	    CR93E-10274 	   73 	 0.035500 	 gmu96ma2 
282 	 Q0 	  AP880618-0066 	   74 	 0.035200 	 gmu96ma2 
282 	 Q0 	     FT931-7984 	   75 	 0.034600 	 gmu96ma2 
282 	 Q0 	  AP880413-0030 	   76 	 0.034200 	 gmu96ma2 
282 	 Q0 	  AP881104-0065 	   77 	 0.034200 	 gmu96ma2 
282 	 Q0 	  AP880220-0002 	   78 	 0.034000 	 gmu96ma2 
282 	 Q0 	  AP880917-0076 	   79 	 0.033600 	 gmu96ma2 
282 	 Q0 	  AP880905-0044 	   80 	 0.033300 	 gmu96ma2 
282 	 Q0 	  AP880407-0096 	   81 	 0.033200 	 gmu96ma2 
282 	 Q0 	  AP880927-0219 	   82 	 0.033200 	 gmu96ma2 
282 	 Q0 	  AP881214-0211 	   83 	 0.033100 	 gmu96ma2 
282 	 Q0 	    FT934-13268 	   84 	 0.032700 	 gmu96ma2 
282 	 Q0 	  AP880620-0078 	   85 	 0.032600 	 gmu96ma2 
282 	 Q0 	    CR93H-13967 	   86 	 0.032500 	 gmu96ma2 
282 	 Q0 	  AP880727-0244 	   87 	 0.032500 	 gmu96ma2 
282 	 Q0 	  AP880522-0011 	   88 	 0.032300 	 gmu96ma2 
282 	 Q0 	  AP880321-0005 	   89 	 0.032200 	 gmu96ma2 
282 	 Q0 	     CR93H-4374 	   90 	 0.031600 	 gmu96ma2 
282 	 Q0 	  AP881212-0067 	   91 	 0.031500 	 gmu96ma2 
282 	 Q0 	  AP880504-0036 	   92 	 0.030900 	 gmu96ma2 
282 	 Q0 	  AP880325-0080 	   93 	 0.030900 	 gmu96ma2 
282 	 Q0 	     CR93H-6865 	   94 	 0.030700 	 gmu96ma2 
282 	 Q0 	     CR93H-4474 	   95 	 0.030700 	 gmu96ma2 
282 	 Q0 	  AP880901-0062 	   96 	 0.030600 	 gmu96ma2 
282 	 Q0 	     CR93E-6824 	   97 	 0.030600 	 gmu96ma2 
282 	 Q0 	  AP881209-0093 	   98 	 0.030500 	 gmu96ma2 
282 	 Q0 	    CR93H-12036 	   99 	 0.030400 	 gmu96ma2 
282 	 Q0 	  AP880403-0004 	  100 	 0.030300 	 gmu96ma2 
282 	 Q0 	    FT944-12036 	  101 	 0.029900 	 gmu96ma2 
282 	 Q0 	  AP880407-0044 	  102 	 0.029500 	 gmu96ma2 
282 	 Q0 	     FT934-5003 	  103 	 0.029500 	 gmu96ma2 
282 	 Q0 	  AP881104-0160 	  104 	 0.029500 	 gmu96ma2 
282 	 Q0 	     FT934-1527 	  105 	 0.029500 	 gmu96ma2 
282 	 Q0 	    FT932-13589 	  106 	 0.029400 	 gmu96ma2 
282 	 Q0 	     FT934-5007 	  107 	 0.028900 	 gmu96ma2 
282 	 Q0 	     FT923-3068 	  108 	 0.028800 	 gmu96ma2 
282 	 Q0 	  AP881030-0010 	  109 	 0.028700 	 gmu96ma2 
282 	 Q0 	 WSJ900731-0125 	  110 	 0.028500 	 gmu96ma2 
282 	 Q0 	  AP880226-0098 	  111 	 0.028400 	 gmu96ma2 
282 	 Q0 	  AP880904-0050 	  112 	 0.028400 	 gmu96ma2 
282 	 Q0 	     CR93E-1848 	  113 	 0.028200 	 gmu96ma2 
282 	 Q0 	  AP881211-0006 	  114 	 0.028200 	 gmu96ma2 
282 	 Q0 	    FT923-10585 	  115 	 0.028100 	 gmu96ma2 
282 	 Q0 	  AP880227-0140 	  116 	 0.028100 	 gmu96ma2 
282 	 Q0 	    FT934-11312 	  117 	 0.028000 	 gmu96ma2 
282 	 Q0 	    CR93E-11198 	  118 	 0.027800 	 gmu96ma2 
282 	 Q0 	  AP880725-0008 	  119 	 0.027700 	 gmu96ma2 
282 	 Q0 	 WSJ900919-0009 	  120 	 0.027200 	 gmu96ma2 
282 	 Q0 	     CR93E-1197 	  121 	 0.027200 	 gmu96ma2 
282 	 Q0 	  AP880414-0096 	  122 	 0.027100 	 gmu96ma2 
282 	 Q0 	  AP880303-0168 	  123 	 0.026200 	 gmu96ma2 
282 	 Q0 	  AP880919-0163 	  124 	 0.026200 	 gmu96ma2 
282 	 Q0 	     CR93H-5514 	  125 	 0.026100 	 gmu96ma2 
282 	 Q0 	    CR93E-10674 	  126 	 0.026100 	 gmu96ma2 
282 	 Q0 	  AP880721-0093 	  127 	 0.025700 	 gmu96ma2 
282 	 Q0 	  AP880918-0050 	  128 	 0.025300 	 gmu96ma2 
282 	 Q0 	     CR93H-7948 	  129 	 0.025200 	 gmu96ma2 
282 	 Q0 	  AP880222-0148 	  130 	 0.024600 	 gmu96ma2 
282 	 Q0 	  AP880828-0011 	  131 	 0.024600 	 gmu96ma2 
282 	 Q0 	  AP880223-0098 	  132 	 0.024200 	 gmu96ma2 
282 	 Q0 	  AP881205-0042 	  133 	 0.024000 	 gmu96ma2 
282 	 Q0 	     CR93E-3427 	  134 	 0.023800 	 gmu96ma2 
282 	 Q0 	  AP880520-0262 	  135 	 0.023700 	 gmu96ma2 
282 	 Q0 	  AP880419-0128 	  136 	 0.023600 	 gmu96ma2 
282 	 Q0 	    FT934-13326 	  137 	 0.023500 	 gmu96ma2 
282 	 Q0 	  AP880516-0169 	  138 	 0.023500 	 gmu96ma2 
282 	 Q0 	 WSJ910109-0010 	  139 	 0.023400 	 gmu96ma2 
282 	 Q0 	  AP880722-0261 	  140 	 0.023200 	 gmu96ma2 
282 	 Q0 	     CR93E-5976 	  141 	 0.023200 	 gmu96ma2 
282 	 Q0 	 WSJ911204-0108 	  142 	 0.023200 	 gmu96ma2 
282 	 Q0 	     CR93H-2057 	  143 	 0.023000 	 gmu96ma2 
282 	 Q0 	     FT923-7892 	  144 	 0.023000 	 gmu96ma2 
282 	 Q0 	     FT932-5771 	  145 	 0.022900 	 gmu96ma2 
282 	 Q0 	  AP880325-0056 	  146 	 0.022600 	 gmu96ma2 
282 	 Q0 	     FT924-5846 	  147 	 0.022200 	 gmu96ma2 
282 	 Q0 	  AP880424-0079 	  148 	 0.022200 	 gmu96ma2 
282 	 Q0 	     CR93H-2188 	  149 	 0.022000 	 gmu96ma2 
282 	 Q0 	  AP880521-0130 	  150 	 0.022000 	 gmu96ma2 
282 	 Q0 	  AP880411-0050 	  151 	 0.021900 	 gmu96ma2 
282 	 Q0 	     CR93E-8950 	  152 	 0.021800 	 gmu96ma2 
282 	 Q0 	     CR93E-5780 	  153 	 0.021700 	 gmu96ma2 
282 	 Q0 	  AP881009-0075 	  154 	 0.021600 	 gmu96ma2 
282 	 Q0 	  AP881027-0194 	  155 	 0.021200 	 gmu96ma2 
282 	 Q0 	  AP880403-0063 	  156 	 0.021100 	 gmu96ma2 
282 	 Q0 	  AP880302-0164 	  157 	 0.021000 	 gmu96ma2 
282 	 Q0 	  AP881201-0047 	  158 	 0.021000 	 gmu96ma2 
282 	 Q0 	  AP880322-0151 	  159 	 0.021000 	 gmu96ma2 
282 	 Q0 	 WSJ900821-0031 	  160 	 0.020300 	 gmu96ma2 
282 	 Q0 	  AP880409-0159 	  161 	 0.020300 	 gmu96ma2 
282 	 Q0 	     FT923-4340 	  162 	 0.020100 	 gmu96ma2 
282 	 Q0 	  AP880817-0262 	  163 	 0.020100 	 gmu96ma2 
282 	 Q0 	     FT923-2346 	  164 	 0.020000 	 gmu96ma2 
282 	 Q0 	  AP880414-0169 	  165 	 0.019900 	 gmu96ma2 
282 	 Q0 	  AP880220-0073 	  166 	 0.019900 	 gmu96ma2 
282 	 Q0 	  AP880824-0029 	  167 	 0.019800 	 gmu96ma2 
282 	 Q0 	  AP880630-0092 	  168 	 0.019700 	 gmu96ma2 
282 	 Q0 	     FT931-8201 	  169 	 0.019700 	 gmu96ma2 
282 	 Q0 	  AP880428-0097 	  170 	 0.019600 	 gmu96ma2 
282 	 Q0 	     FT932-5775 	  171 	 0.019500 	 gmu96ma2 
